Index_accidente,lugar,nodo1,nodo2,peso,Accident_severity,date,time,speed_limit,weather_condition
200501BS00947,Jerónimos,40.42349372108943 -3.6928971061707303,40.4232614247671 -3.6918348509565573,1,3,19/09/2005,12:30,30,1
200501BS00948,Jerónimos 28009 Madrid,40.425126738680994 -3.690923045714239,40.4232614247671 -3.6918348509565573,2,3,20/09/2005,17:50,30,1
200501BS00949,Puerta del Ángel Caído,40.42428091695166 -3.6915399595082037,40.425126738680994 -3.690923045714239,2,3,21/09/2005,03:40,30,1
200501BS00950,C. de Alfonso XII 54,40.4232614247671 -3.6918348509565573,40.42428091695166 -3.6915399595082037,3,3,20/09/2005,07:03,30,1
200501BS00951,P.º de Fernán Núñez,40.42548610200636 -3.6921407684269374,40.42349372108943 -3.6928971061707303,1,3,20/09/2005,09:00,30,1
200501BS00952,Jerónimos 1,40.42511811430447 -3.6915293078847657,40.42548610200636 -3.6921407684269374,2,3,20/09/2005,15:35,30,1
200501BS00953,Sociedad Española de Mecánica de Rocas (SEMR),40.42304402727619 -3.6930607662092956,40.42349372108943 -3.6928971061707303,3,3,21/09/2005,08:40,30,1
200501BS00954,C. de Alfonso XII 3 y 5,40.42380312957227 -3.694112277356211,40.42349372108943 -3.6928971061707303,1,2,23/09/2005,20:34,30,1
200501BS00955,Jerónimos 2 Madrid,40.42395782797337 -3.694396665163386,40.42380312957227 -3.694112277356211,2,2,16/09/2005,22:11,30,1
200501BS00956,C. de Juan Valera 1,40.42308341561207 -3.6941392594113345,40.42380312957227 -3.694112277356211,3,3,21/09/2005,18:35,30,1
200501BS00957,Jerónimos 2,40.422511209346105 -3.6941715379733617,40.42308341561207 -3.6941392594113345,3,3,22/09/2005,14:08,30,1
200501BS00958,UPM: Escuela Técnica Superior de Ingenieros de Caminos Canales y Puertos (Edificio Retiro),40.42252708039984 -3.69565213074216,40.42308341561207 -3.6941392594113345,2,3,22/09/2005,16:45,30,1
200501BS00959,Jerónimos 2,40.42304402727619 -3.6930607662092956,40.42308341561207 -3.6941392594113345,3,3,23/09/2005,16:32,30,1
200501BS00960,SOCIEDAD ESPAÑOLA DE MECÁNICA DEL SUELO e Ingeniería Geotécnica,40.42249994449321 -3.693240606082948,40.42304402727619 -3.6930607662092956,4,2,7/09/2005,17:33,30,1
200501BS00961,CEDEX,40.42247085809589 -3.6922375053698686,40.42249994449321 -3.693240606082948,3,3,26/09/2005,10:00,30,1
200501BS00962,Pl. del Emperador Carlos V s/n,40.422511209346105 -3.6941715379733617,40.42249994449321 -3.693240606082948,1,3,26/09/2005,10:39,30,5
200501BS00963,Av. de la Ciudad de Barcelona,40.421886452498896 -3.6924682214325446,40.42247085809589 -3.6922375053698686,2,3,26/09/2005,18:31,30,1
200501BS00964,P.º de la Infanta Isabel 16,40.422408111061316 -3.691255223180558,40.42247085809589 -3.6922375053698686,3,3,27/09/2005,17:17,30,1
200501BS00965,Atocha ,40.42380312957227 -3.694112277356211,40.42247085809589 -3.6922375053698686,2,3,15/09/2005,20:50,30,1
200501BS00966,Almacen de electricidad Renfe,40.42191758123447 -3.69419495252793,40.421886452498896 -3.6924682214325446,2,3,5/08/2005,08:43,30,8
200501BS00967,Almacen de electricidad Renfe,40.4202576602615 -3.6934495109891894,40.421886452498896 -3.6924682214325446,2,3,28/09/2005,17:23,30,1
200501BS00968,C. de Alfonso XII 20,40.42015147670117 -3.6937230963247103,40.4202576602615 -3.6934495109891894,2,3,30/09/2005,10:45,30,8
200501BS00969,Bosque del Recuerdo,40.42124487256046 -3.692913498197165,40.421886452498896 -3.6924682214325446,3,3,30/09/2005,19:40,30,1
200501BS00970,Centro Deportivo Municipal La Chopera,40.42191758123447 -3.69419495252793,40.422511209346105 -3.6941715379733617,4,3,30/09/2005,21:17,30,2
200501BS00971,C. de Alfonso XII 25,40.422551583428216 -3.695614579886719,40.422511209346105 -3.6941715379733617,2,3,6/10/2005,15:53,30,1
200501BS00972,Calle Catalina Suárez Nº20,40.4231147126976 -3.695593193782815,40.422551583428216 -3.695614579886719,2,3,13/10/2005,06:25,30,2
200501BS00973,C. de Alfonso XII 36,40.42275078519759 -3.696810974342822,40.422551583428216 -3.695614579886719,3,3,23/08/2005,10:01,30,1
200501BS00974,Puerta de Felipe IV,40.4219376581517 -3.6956630661319028,40.422551583428216 -3.695614579886719,2,3,13/10/2005,13:50,30,2
200501BS00975,C. de Alfonso XII 1,40.42191758123447 -3.69419495252793,40.4219376581517 -3.6956630661319028,1,3,13/10/2005,16:30,30,8
200501BS00976,Monumento al Doctor Ángel Pulido Fernández,40.4211372518338 -3.695686115398548,40.4219376581517 -3.6956630661319028,1,3,16/10/2005,21:25,30,2
200501BS00977,Spanish School - Cronopios Idiomas,40.42209247710687 -3.6973222989662435,40.4219376581517 -3.6956630661319028,2,3,21/10/2005,11:00,30,2
200501BS00978,C. de Moreto 17,40.42275078519759 -3.696810974342822,40.42209247710687 -3.6973222989662435,4,3,21/10/2005,16:40,30,1
200501BS00979,C. de Alberto Bosch 7,40.4221683968603 -3.697741777955819,40.42209247710687 -3.6973222989662435,2,3,21/10/2005,17:50,30,1
200501BS00980,Plaza Murillo,40.421240901414 -3.6973717066415914,40.42209247710687 -3.6973222989662435,3,3,24/10/2005,08:50,30,2
200501BS00981,C. de Alberto Bosch 1,40.421305787697875 -3.6980852190623437,40.421240901414 -3.6973717066415914,2,3,25/10/2005,18:25,30,1
200501BS00982,Museo Nacional del Prado,40.42009649481704 -3.6974522501668305,40.421240901414 -3.6973717066415914,2,3,25/10/2005,19:15,30,4
200501BS00983,C. de Alberto Bosch 7,40.42114970618236 -3.6967120618115326,40.421240901414 -3.6973717066415914,3,3,25/10/2005,22:31,30,1
200501BS00984,C. de Casado del Alisal 10-12,40.42005882789338 -3.69685162633075,40.42114970618236 -3.6967120618115326,1,3,26/10/2005,08:55,30,1
200501BS00985,C. de Alfonso XII 40,40.4211372518338 -3.695686115398548,40.42114970618236 -3.6967120618115326,3,3,27/10/2005,08:35,30,1
200501BS00986,C. de Casado del Alisal 15,40.420086919386925 -3.695655456365163,40.4211372518338 -3.695686115398548,1,3,27/10/2005,14:05,30,1
200501BS00987,Calle Catalina Suárez Nº20,40.42005882789338 -3.69685162633075,40.420086919386925 -3.695655456365163,2,3,27/10/2005,11:52,30,1
200501BS00988,C. de Alfonso XII 30,40.42002252396162 -3.6971977289371796,40.42005882789338 -3.69685162633075,3,3,28/10/2005,13:39,30,1
200501BS00989,C. de Casado del Alisal 10-12,40.42009649481704 -3.6974522501668305,40.42002252396162 -3.6971977289371796,2,3,6/10/2005,12:04,30,1
200501BS00990,Museo Nacional del Prado,40.419570260225974 -3.6971656594558833,40.42002252396162 -3.6971977289371796,1,3,3/10/2005,09:32,30,1
200501BS00991,C. de Moreto 24,40.41977812980331 -3.698147439927107,40.419570260225974 -3.6971656594558833,2,3,4/10/2005,22:10,30,1
200501BS00992,C. de Ruiz de Alarcón 20,40.42026364036357 -3.698115264961941,40.41977812980331 -3.698147439927107,3,2,3/11/2005,14:05,30,4
200501BS00993,Pl. del Emperador Carlos V s/n,40.42039128698834 -3.6983997557827313,40.42026364036357 -3.698115264961941,1,2,3/11/2005,15:00,30,1
200501BS00994,Av. de la Ciudad de Barcelona,40.42009649481704 -3.6974522501668305,40.42026364036357 -3.698115264961941,4,2,3/11/2005,22:20,30,1
200501BS00995,P.º de la Infanta Isabel 16,40.421305787697875 -3.6980852190623437,40.42009649481704 -3.6974522501668305,1,2,4/11/2005,16:00,30,1
200501BS00996,Atocha ,40.4221683968603 -3.697741777955819,40.421305787697875 -3.6980852190623437,3,2,6/11/2005,07:50,30,1
200501BS00997,Almacen de electricidad Renfe,40.42234355092297 -3.698283657691559,40.4221683968603 -3.697741777955819,5,2,8/11/2005,08:45,30,1
200501BS00998,Almacen de electricidad Renfe,40.4231709780704 -3.6966528011460467,40.42275078519759 -3.696810974342822,4,2,8/11/2005,21:00,30,8
200501BS00999,C. de Alfonso XII 20,40.42301127647438 -3.697591624582229,40.42275078519759 -3.696810974342822,3,2,9/11/2005,22:30,30,2
200501BS01000,Bosque del Recuerdo,40.42323137054641 -3.6981656440625854,40.42301127647438 -3.697591624582229,5,2,9/11/2005,14:31,30,1
200501BS01001,Centro Deportivo Municipal La Chopera,40.42381084205662 -3.6972107850972677,40.42301127647438 -3.697591624582229,2,2,11/10/2005,15:25,30,1
